href,tool,desc,toolb
/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-zonal-tools.htm,Zonal,"The Zonal tools allow you to perform analysis when the output is a result of computations performed on all cells that belong to each input zone. A zone can be defined as being a single area of a particular value, but it can also be composed of multiple disconnected elements, or regions, all having the same value. Zones can be defined by raster or feature datasets. Rasters must be of integer type, and features must have an integer or string attribute field.",Spatial Analyst toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-analyzing-patterns-toolset.htm,Analyzing Patterns,                              Analyzing Patterns                          ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-analyzing-patterns-toolset.htm,Analyzing Patterns,"              These tools evaluate if features, or the values associated with features, form a clustered, dispersed, or random spatial pattern.            ",Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-mapping-clusters-toolset.htm,Mapping Clusters,                              Mapping Clusters                          ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-mapping-clusters-toolset.htm,Mapping Clusters,"              These tools may be used to identify statistically significant hot spots, cold spots, or spatial outliers.  There are also tools to identify or group features with similar characteristics.            ",Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-measuring-geographic-distributions-toolset.htm,Measuring Geographic Distributions,                              Measuring Geographic Distributions                          ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-measuring-geographic-distributions-toolset.htm,Measuring Geographic Distributions,              These tools address questions such as Where's the center? What's the shape and orientation? How dispersed are the features?            ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-modeling-spatial-relationships-toolset.htm,Modeling Spatial Relationships,                              Modeling Spatial Relationships                          ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-modeling-spatial-relationships-toolset.htm,Modeling Spatial Relationships,              These tools model data relationships using regression analyses or construct spatial weights matrices.            ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-utilities-toolset.htm,Utilities,                              Utilities            ,Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/spatial-statistics/an-overview-of-the-utilities-toolset.htm,Utilities,"              These utility tools perform a variety of miscellaneous functions: computing areas, assessing minimum distances, exporting variables and geometry, converting spatial weights files, and collecting coincident points.            ",Spatial Statistics toolbox
/en/pro-app/2.7/tool-reference/territory-design/an-overview-of-the-analysis-toolset.htm,Analysis,The  Analysis toolset provides a set of analytical tools to evaluate territory solutions.,Territory Design toolbox
/en/pro-app/2.7/tool-reference/territory-design/an-overview-of-the-territory-solution-toolset.htm,Territory Solution,"The  Territory Solution toolset contains tools to set up, modify, and manage territories.
  This toolset allows you to build territory hierarchy, manage external variables, and set up constraints.",Territory Design toolbox
/en/pro-app/2.7/tool-reference/topographic-production/an-overview-of-the-cartography-toolset.htm,Cartography,The Cartography toolset contains toolsets used for creating cartographic data.,Topographic Production toolbox
/en/pro-app/2.7/tool-reference/topographic-production/an-overview-of-the-data-management-toolset.htm,Data Management,"The Data Management toolset
contains toolsets for  importing, exporting, and managing edits to your data.",Topographic Production toolbox
/en/pro-app/2.7/tool-reference/topographic-production/an-overview-of-the-workflow-toolset.htm,Workflow,The Workflow toolset contains toolsets and tools that are used as part of the Topographic Mapping production workflows.,Topographic Production toolbox
/en/pro-app/2.7/tool-reference/trace-network/add-network-attribute.htm,Add Network Attribute,Adds a network attribute to a trace network.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/convert-geometric-network-to-trace-network.htm,Convert Geometric Network To Trace Network,Converts a geometric network to a trace network.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/create-trace-network.htm,Create Trace Network,Creates a trace network.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/disable-network-topology.htm,Disable Network Topology,Disables the network topology for an existing trace network.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/enable-network-topology.htm,Enable Network Topology,A network topology is necessary for analytic operations such as tracing and to use network diagrams. A network topology can also be enabled to discover error features.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/set-flow-direction.htm,Set Flow Direction,Sets the flow direction of line features in a version 1 trace network.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/set-network-attribute.htm,Set Network Attribute,Assigns a network attribute to a feature class to be used during trace operations.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/trace.htm,Trace,Returns selected features in a trace network based on connectivity or traversability from the specified starting points.,Trace Network toolbox
/en/pro-app/2.7/tool-reference/trace-network/validate-network-topology.htm,Validate Network Topology,Validates the network topology of a trace network.  Validation of  the network topology is necessary after edits have been made to network attributes or the geometry of features in the network.,Trace Network toolbox
